1,2,3,4a,5,6,7,8,9,10,4b,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35a,35b,36,37,38
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
156.189129,18.2879235,5.716667,8.566563,11.007572,10.880978,9.684331,2.427521,4.158846,3.273735,3.159486,24.500709,15.467863,9.442495,2.654616,10.687915,10.381178,10.239155,4.409629,6.347418,2.586409,13.5000,5.0000,6.7735,45.3744,4.6778,61.2316,3.4172,38.0549,61.7947,2.6250,7.6650,9.1305,109.000005,77.900004,3.8500005,12.874485,15.68750125,24.354284,7.507038
2.41657,4.7563565,2.636593,28.591272,5.203077,1.333333,0.93578,1.026989,3.207831,11.775922,334.650392,6.280596,12.076594,4.27611,5.679131,5.645551,4.085532,6.080133,1.603661,9.286883,3.725162,10.5000,2.0000,17.1359,49.8421,3.8389,0.6260,5.3891,1.0750,3.0000,9.2250,26.3608,47.3818,8.450001,18.200001,15.3000015,11.874525,2.52083375,102.931744,18.381962
15.799369,2.534259,6.110195,21.399258,15.192085,23.163785,0.65088,7.85432,17.613728,0.801862,16.769501,9.37071,26.041005,14.197997,10.005517,5.612543,23.519362,7.449763,0.618056,1.566667,3.30711,2.2500,11.0000,4.7585,2.5415,2.4111,14.6932,1.7754,2.4750,6.3250,1.0500,11.3028,14.3960,110.4500055,9.075,8.524857,19.1992335,1.97916625,74.06526,12.1519
225.597393,1.5736245,12.175269,6.8,1.553463,16.43652,0.684817,1.203545,2.706110,1.670329,52.90152,59.515376,12.929225,4.289512,3.841982,14.824464,33.072611,6.714988,3.257293,1.766667,2.004475,3.0000,0.5000,5.1090,2.7228,4.8516,12.1659,6.7122,6.2500,208.3667,5.2500,48.3742,94.5109,1.4749995,105.173298,2.649894,6.49974,7.5416675,3.228572,15.213512
10.966667,33.813675,4.216213,2.55,31.027056,0.851981,19.476464,6.464309,42.143022,3.524489,2.188325,134.231032,13.178661,12.915327,2.388532,2.087968,15.050323,1.152553,4.09219,4.300621,2.455421,7.5000,5.0000,9.9340,5.6276,2.2471,25.2106,5.5801,6.1000,1.9749,2.4500,6.1283,17.6890,41.0000025,47.0481195,5.974761,4.699812,8.87698375,10.047942,339.78767
139.470914,7.11883725,0.666667,45.365077,11.976437,1.920764,6.030022,6.489081,28.788647,3.273825,3.256988,20.060965,21.647933,2.104641,10.205968,14.624125,2.187886,3.440884,0.551389,6.764978,3.658115,5.2500,7.0000,2.6671,2.8011,1.7210,21.7697,4.1814,4.1000,18.0993,33.1750,9.2546,190.6506,291.7888695,36.5985375,30.4737825,4.274829,10.91623,36.816858,2.842752
1.283282,47.06964675,90.938504,15.138062,9.05378,40.289339,32.755925,7.917656,1.904601,3.140367,203.701154,6.213686,1.587077,10.306147,0.968719,10.272671,1.520099,1.085791,27.39415,22.616653,1.904206,6.0000,7.0000,3.8302,18.2632,5.2829,50.0435,7.1184,3.1500,1.7749,8.1000,16.4155,221.9005,33.2986695,47.8730865,10.199592,6.6872325,6.08309,61.13934,66.143024
3.24987,49.13441225,6.45,25.000001,22.466063,9.404152,0.818445,7.51655,3.357395,1.971148,131.374185,23.051236,6.430828,11.792864,1.436706,6.815149,3.09022,7.717039,1.569965,3.858654,4.292904,2.2500,5.0000,3.3632,64.9800,8.3648,14.2206,5.8321,4.6750,6.4747,4.3250,14.5466,16.2377,27.3989055,4.724811,4.949802,15.474381,14.66608,4.805798,199.91442
