22,21,20,19,16,15,14,13,12,11,4b,9,6,5,28,29,31,32
3,5.612527,3.240086,6.932019,4.409801,6.981614,1.666667,1.718449,3.541287,8.254608,27.96417,7.403459,3.069591,7.449672,5.4240585,7.955116,4.923873,11.194425
3,1.252641,0.818488,6.51459,0.985319,5.161481,8.557201,3.399087,2.589089,20.6622,8.752776,3.708177,3.474396,8.986656,12.7249245,8.722805,2.533452,3.05733375
21,5.445385,4.309548,4.693581,5.195035,3.106896,7.416457,5.189903,1.436493,2.67,8.802866,11.04983,7.717069,2.338348,16.6750005,13.166667,3.581115,4.68438
10,3.157156,9.554633,7.082256,10.27256,7.132561,21.86535,1.116667,6.547859,13.46,40.59624,4.735382,20.12793,6.66474,11.600001,6.116667,35.1294,30.07904625
3,7.533833,6.514348,8.23505,9.454309,1.536769,2.939753,1.059652,0.901883,13.13,27.79512,5.010732,3.123645,12.11856,23.724501,1.125217,2.6662875,14.494295
4,9.19243,5.829608,4.92763,0.801842,17.72246,3.273722,10.95769,2.4,3.586,9.880162,3.454325,8.134645,5.144784,11.924523,6.25,1.877019,6.28086625
1,3.451741,2.1881,1.119215,1.093911,4.142579,1.870827,6.731668,3.505011,0.901804,12.36066,3.125,6.865244,25.81565,3.374865,1.133333,2.452509,12.5004725
2,1.770493,6.213788,11.95963,2.450224,10.27291,8.218359,1.418738,3.532737,4.560087,22.31606,2.829336,8.86941,13.98088,2.899884,3.533334,13.6352295,39.0044625
4.5,6.330928,5.579013,1.587043,10.08603,0,11.34193,5.989473,4.509991,8.518897,11.09132,1.553273,12.92892,11.1087,6.149754,3.2,2.906013,7.941845
5,12.10935,7.600239,12.19364,5.24497,0,11.37503,3.891786,2.22162,8.802839,28.94743,10.08486,4.443089,1.051677,21.2241525,18.983334,4.2142605,2.3264075
16,1.402779,2.505506,3.324127,8.970185,0,5.512185,9.27888,16,0,0,6.68999,15.93527,6.21363,1.149954,11.250001,19.1478825,53.1895775
1,0.918746,4.860713,1.636922,2.638838,0,8.18482,5.595795,0,0,0,3.432251,9.936542,24.521,8.649654,7,11.2684335,2.247925
1,0.585439,5.044557,0,8.134683,0,7.884108,8.669237,0,0,0,7.291298,4.520337,10.75719,1.349946,5.6,4.71114,27.5427625
30,11.75872,4.259494,0,8.418874,0,6.414192,6.31405,0,0,0,5.888394,7.182636,15.33393,40.0483995,13.450001,5.430879,18.14198
6,2.488751,15.99375,0,6.547674,0,1.70336,8.685852,0,0,0,5.085834,7.274413,12.09368,3.074877,3.45,5.8983525,22.50726875
0,2.104658,6.748269,0,5.796229,0,4.760556,0,0,0,0,7.842411,0,3.791555,0.274989,2.8,16.2615765,6.26514625
0,4.109025,1.286281,0,3.607908,0,6.280554,0,0,0,0,3.006719,0,31.0531,15.824367,1.266667,3.966969,75.3699225
0,17.77286,7.274431,0,2.622537,0,1.887516,0,0,0,0,16.73734,0,6.947692,5.299788,2.016667,17.6624565,6.55702
0,7.75898,0.793439,0,0,0,5.228226,0,0,0,0,17.28803,0,7.884231,21.7491315,4.916667,25.994319,2.17607125
