22,21,20,19,16,15,14,13,12,11,4b,9,6,5,28,29,31,32
0,0,1.23602,0,0,0,9.604644,0,0,0,0,7.867389,0,17.08789,12.424503,25.250001,2.6799675,5.2347225
0,0,1.319602,0,0,0,6.79837,0,0,0,0,2.73101,0,13.84731,8.449662,8.916667,6.8575335,4.4853825
0,0,0.851916,0,0,0,4.944493,0,0,0,0,18.41621,0,15.91851,8.49966,18.750001,5.761239,5.2107825
0,0,0,0,0,0,5.585386,0,0,0,0,2.129525,0,31.45328,8.474661,3.066544,2.4882585,11.0389675
0,0,0,0,0,0,1.483333,0,0,0,0,8.24304,0,19.2426,6.299748,27.198913,20.9592855,43.089965
0,0,0,0,0,0,4.792204,0,0,0,0,6.013391,0,45.55092,4.849806,1.716598,19.6228275,35.38165625
0,0,0,0,0,0,10.69544,0,0,0,0,9.496076,0,3.958634,6.074757,3.199872,23.7997755,23.616035
0,0,0,0,0,0,5.774564,0,0,0,0,14.20658,0,13.07866,2.149914,1.983254,6.556488,9.80298375
0,0,0,0,0,0,4.301003,0,0,0,0,30.46737,0,11.94289,16.849326,5.516446,16.1869485,25.62265125
0,0,0,0,0,0,2.789593,0,0,0,0,15.05838,0,3.324407,15.24939,6.149754,5.4181515,11.09852875
0,0,0,0,0,0,3.658129,0,0,0,0,13.20435,0,5.311353,6.149754,7.549698,16.494378,2.986075
0,0,0,0,0,0,1.103341,0,0,0,0,13.17954,0,16.25983,15.574377,19.299229,34.458453,7.70706375
0,0,0,0,0,0,2.538002,0,0,0,0,13.47986,0,21.02286,1.849926,2.866552,5.7250695,0
0,0,0,0,0,0,1.035619,0,0,0,0,2.054754,0,0,1.274949,11.16622,13.7737095,0
0,0,0,0,0,0,2.906585,0,0,0,0,10.07237,0,0,1.799928,14.649415,12.406728,0
0,0,0,0,0,0,1.269794,0,0,0,0,1.327578,0,0,24.8369625,0.883298,12.6250005,0
0,0,0,0,0,0,0,0,0,0,0,6.714605,0,0,1.575,4.366492,9.153384,0
0,0,0,0,0,0,0,0,0,0,0,3.558,0,0,7.175001,4.149834,4.538373,0
0,0,0,0,0,0,0,0,0,0,0,25.38154,0,0,1.575,7.299708,14.0132445,0
0,0,0,0,0,0,0,0,0,0,0,4.810503,0,0,3.6250005,5.133128,17.138574,0
0,0,0,0,0,0,0,0,0,0,0,5.086281,0,0,0.3250005,12.849487,4.511427,0
0,0,0,0,0,0,0,0,0,0,0,9.746561,0,0,0.3,2.849886,6.5341275,0
0,0,0,0,0,0,0,0,0,0,0,9.571235,0,0,1.0999995,1.716598,17.508612,0
0,0,0,0,0,0,0,0,0,0,0,19.96934,0,0,3.8500005,6.483074,1.632261,0
0,0,0,0,0,0,0,0,0,0,0,8.193114,0,0,0.2500005,2.399904,14.207451,0
0,0,0,0,0,0,0,0,0,0,0,6.710858,0,0,0.225,6.449742,3.69255,0
0,0,0,0,0,0,0,0,0,0,0,5.979419,0,0,0.75,18.249271,14.039406,0
0,0,0,0,0,0,0,0,0,0,0,6.865247,0,0,4.5,1.691599,7.84455,0
0,0,0,0,0,0,0,0,0,0,0,5.04854,0,0,3.2749995,19.032573,10.608465,0
0,0,0,0,0,0,0,0,0,0,0,8.343684,0,0,4.425,4.266496,5.361864,0
0,0,0,0,0,0,0,0,0,0,0,9.521141,0,0,1.8499995,18.999241,11.768751,0
0,0,0,0,0,0,0,0,0,0,0,4.058928,0,0,29.9250015,2.299908,2.7390735,0
0,0,0,0,0,0,0,0,0,0,0,3.482597,0,0,17.559672,7.566364,17.3663985,0
0,0,0,0,0,0,0,0,0,0,0,5.211599,0,0,17.3250015,16.449343,18.0639735,0
0,0,0,0,0,0,0,0,0,0,0,1.678922,0,0,14.375001,0.966628,12.21483,0
0,0,0,0,0,0,0,0,0,0,0,3.733035,0,0,5.000001,6.883058,7.305972,0
0,0,0,0,0,0,0,0,0,0,0,4.385114,0,0,6.350001,11.566204,14.616573,0
0,0,0,0,0,0,0,0,0,0,0,7.040376,0,0,11.7,0,17.6170995,0
0,0,0,0,0,0,0,0,0,0,0,9.646206,0,0,6.200001,0,19.3080615,0
0,0,0,0,0,0,0,0,0,0,0,1.378196,0,0,13.8,0,5.366949,0
0,0,0,0,0,0,0,0,0,0,0,6.564225,0,0,8.225001,0,6.243909,0
0,0,0,0,0,0,0,0,0,0,0,3.157259,0,0,19.475001,0,25.6816725,0
0,0,0,0,0,0,0,0,0,0,0,18.66632,0,0,20.7000015,0,15.890973,0
0,0,0,0,0,0,0,0,0,0,0,8.243478,0,0,5.1250005,0,7.26,0
0,0,0,0,0,0,0,0,0,0,0,2.505531,0,0,3.9499995,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.683241,0,0,7.8747255,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.181863,0,0,12.774489,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.94567,0,0,2.174913,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22.87289,0,0,2.799888,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.02917,0,0,2.974881,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.919851,0,0,47.4823575,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.710179,0,0,23.450001,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.56015,0,0,23.0500005,0,0,0
0,0,0,0,0,0,0,0,0,0,0,126.7811,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.66237,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.432657,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11.85129,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20.69609,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.643941,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.940383,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.009047,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.988098,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,19.94422,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,44.0222,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.21411,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.757961,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10.94944,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10.72349,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.865785,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13.5046,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13.50506,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,54.9216,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.929029,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.059017,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.831249,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.856671,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.307044,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.783635,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25.9576,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.835219,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.268303,0,0,0,0,0,0
